order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,hour,customer_type,order_channel,preparation_time_minutes,item_popularity,profit_percent
4917,29-06-2024,Sugarcane juice,Beverages,24.6,4,98.4,Online,Mrs.,Evening,Monday,07:18,Returning,Dine-In,7,High Demand,11
4918,29-06-2024,Sugarcane juice,Beverages,24.19,4,96.76,Cash,Mrs.,Morning,Friday,19:00,Returning,Takeaway,19,High Demand,28
4919,29-06-2024,Cold coffee,Beverages,40.44,2,80.88,Online,Mrs.,Night,Tuesday,14:24,Regular,Online,12,High Demand,85
4920,29-06-2024,Vadapav,Fastfood,20.4,2,40.8,Online,Mrs.,Afternoon,Saturday,03:59,Returning,Takeaway,13,Normal Demand,53
4921,29-06-2024,Sugarcane juice,Beverages,25.4,5,127,Online,Mrs.,Midnight,Wednesday,02:59,Returning,Dine-In,15,High Demand,98
4922,29-06-2024,Vadapav,Fastfood,19.68,16,314.88,Cash,Mr.,Evening,Wednesday,19:38,Regular,Dine-In,11,Normal Demand,88
4923,29-06-2024,Aalopuri,Fastfood,18.9,1,18.9,Online,Mrs.,Midnight,Thursday,18:40,Regular,Dine-In,7,Normal Demand,56
4924,29-06-2024,Frankie,Fastfood,51.66,3,154.98,Card,Mrs.,Night,Sunday,08:38,Regular,Online,14,Normal Demand,68
4925,29-06-2024,Sandwich,Fastfood,60.04,4,240.16,Cash,Mr.,Evening,Friday,20:41,Returning,Dine-In,11,Normal Demand,34
4926,29-06-2024,Vadapav,Fastfood,20.89,8,167.12,Cash,Mrs.,Night,Tuesday,03:31,Returning,Dine-In,16,Normal Demand,10
4927,29-06-2024,Frankie,Fastfood,51.98,9,467.82,Online,Mrs.,Night,Monday,20:12,New,Takeaway,17,Normal Demand,40
4928,29-06-2024,Vadapav,Fastfood,18.58,4,74.32,Cash,Mrs.,Evening,Friday,01:52,Returning,Online,20,Normal Demand,60
4929,29-06-2024,Cold coffee,Beverages,37.13,9,334.17,Cash,Mr.,Morning,Sunday,15:52,Regular,Takeaway,15,High Demand,19
4930,29-06-2024,Cold coffee,Beverages,38.49,15,577.35,Card,Mrs.,Morning,Wednesday,20:08,Regular,Online,23,High Demand,23
4931,29-06-2024,Vadapav,Fastfood,18.94,13,246.22,Cash,Mrs.,Morning,Saturday,14:05,New,Takeaway,24,Normal Demand,2
4932,29-06-2024,Panipuri,Fastfood,20.76,8,166.08,Cash,Mrs.,Evening,Wednesday,18:47,Returning,Online,18,High Demand,74
4933,29-06-2024,Frankie,Fastfood,50.88,2,101.76,Online,Mr.,Night,Thursday,08:02,Regular,Dine-In,23,Normal Demand,90
4934,29-06-2024,Cold coffee,Beverages,42.2,2,84.4,Card,Mrs.,Evening,Tuesday,06:48,Regular,Takeaway,24,High Demand,83
4935,29-06-2024,Sugarcane juice,Beverages,25.5,1,25.5,Online,Mrs.,Evening,Wednesday,06:58,Regular,Takeaway,21,High Demand,38
4936,29-06-2024,Vadapav,Fastfood,20.21,6,121.26,Online,Mrs.,Midnight,Friday,02:02,New,Online,8,Normal Demand,60
4937,29-06-2024,Sandwich,Fastfood,63.6,12,763.2,Online,Mr.,Evening,Friday,06:47,Returning,Dine-In,18,Normal Demand,97
4938,29-06-2024,Panipuri,Fastfood,20.47,11,225.17,Card,Mr.,Midnight,Saturday,05:07,New,Dine-In,8,High Demand,60
4939,29-06-2024,Sugarcane juice,Beverages,25.09,11,275.99,Online,Mr.,Morning,Tuesday,18:17,Regular,Dine-In,10,High Demand,30
4940,29-06-2024,Aalopuri,Fastfood,21.48,2,42.96,Cash,Mr.,Midnight,Thursday,05:32,Returning,Online,20,Normal Demand,34
4941,29-06-2024,Frankie,Fastfood,50.29,5,251.45,Online,Mrs.,Morning,Thursday,03:40,Returning,Online,15,Normal Demand,73
4942,29-06-2024,Vadapav,Fastfood,19.7,14,275.8,Online,Mr.,Evening,Tuesday,17:05,Regular,Dine-In,17,Normal Demand,45
4943,29-06-2024,Frankie,Fastfood,47.91,13,622.83,Cash,Mr.,Midnight,Saturday,12:06,Regular,Takeaway,12,Normal Demand,84
4944,29-06-2024,Panipuri,Fastfood,20.7,8,165.6,Cash,Mr.,Evening,Wednesday,05:16,New,Takeaway,22,High Demand,87
4945,29-06-2024,Sandwich,Fastfood,63.71,15,955.65,Cash,Mr.,Afternoon,Tuesday,16:40,Regular,Online,11,Normal Demand,4
4946,29-06-2024,Vadapav,Fastfood,19.95,8,159.6,Cash,Mr.,Evening,Saturday,05:24,Regular,Takeaway,18,Normal Demand,73
4947,29-06-2024,Aalopuri,Fastfood,21.31,12,255.72,Cash,Mr.,Night,Saturday,18:16,New,Online,20,Normal Demand,37
4948,29-06-2024,Sugarcane juice,Beverages,22.54,11,247.94,Cash,Mrs.,Morning,Saturday,00:09,Regular,Online,5,High Demand,52
4949,29-06-2024,Cold coffee,Beverages,39.89,1,39.89,Cash,Mr.,Midnight,Tuesday,14:58,New,Takeaway,21,High Demand,27
4950,29-06-2024,Sandwich,Fastfood,59.88,11,658.68,Cash,Mr.,Midnight,Monday,14:42,Regular,Online,18,Normal Demand,37
4951,30-06-2024,Frankie,Fastfood,48.18,9,433.62,Online,Mrs.,Morning,Tuesday,08:59,Regular,Dine-In,8,Normal Demand,34
4952,30-06-2024,Cold coffee,Beverages,44.77,14,626.78,Cash,Mr.,Evening,Saturday,16:29,Regular,Dine-In,9,High Demand,6
4953,30-06-2024,Frankie,Fastfood,49.83,2,99.66,Online,Mrs.,Evening,Friday,09:49,Returning,Online,6,Normal Demand,79
4954,30-06-2024,Sugarcane juice,Beverages,24.49,14,342.86,Cash,Mr.,Afternoon,Wednesday,15:38,New,Dine-In,13,High Demand,15
4955,30-06-2024,Sandwich,Fastfood,60.08,9,540.72,Cash,Mr.,Night,Wednesday,05:31,Regular,Takeaway,6,Normal Demand,38
4956,30-06-2024,Frankie,Fastfood,44.99,14,629.86,Cash,Mr.,Morning,Wednesday,13:28,New,Online,18,Normal Demand,20
4957,30-06-2024,Frankie,Fastfood,48.1,12,577.2,Cash,Mrs.,Afternoon,Thursday,18:30,New,Takeaway,6,Normal Demand,17
4958,30-06-2024,Sugarcane juice,Beverages,26.23,16,419.68,Online,Mrs.,Afternoon,Monday,23:24,New,Online,18,High Demand,38
4959,30-06-2024,Frankie,Fastfood,48.43,3,145.29,Cash,Mr.,Afternoon,Sunday,08:38,Regular,Online,19,Normal Demand,92
4960,30-06-2024,Panipuri,Fastfood,19.17,3,57.51,Card,Mrs.,Morning,Tuesday,11:29,Returning,Dine-In,12,High Demand,95
4961,30-06-2024,Cold coffee,Beverages,42.62,6,255.72,Online,Mr.,Afternoon,Saturday,11:58,New,Takeaway,11,High Demand,39
4962,30-06-2024,Vadapav,Fastfood,21.34,5,106.7,Online,Mrs.,Night,Tuesday,20:53,New,Online,19,Normal Demand,51
4963,30-06-2024,Sugarcane juice,Beverages,25.65,15,384.75,Online,Mrs.,Evening,Monday,23:27,New,Online,23,High Demand,99
4964,30-06-2024,Cold coffee,Beverages,39.09,4,156.36,Online,Mrs.,Midnight,Thursday,15:23,Regular,Takeaway,23,High Demand,24
4965,30-06-2024,Sugarcane juice,Beverages,24.7,1,24.7,Online,Mr.,Afternoon,Thursday,19:45,New,Takeaway,17,High Demand,95
4966,30-06-2024,Sandwich,Fastfood,57.59,7,403.13,Cash,Mrs.,Night,Sunday,02:38,Regular,Dine-In,9,Normal Demand,11
4967,30-06-2024,Sandwich,Fastfood,57.02,15,855.3,Online,Mrs.,Morning,Thursday,18:13,Returning,Takeaway,12,Normal Demand,23
4968,30-06-2024,Panipuri,Fastfood,18.96,13,246.48,Online,Mr.,Afternoon,Wednesday,19:50,New,Dine-In,7,High Demand,34
4969,30-06-2024,Sugarcane juice,Beverages,24.23,12,290.76,Cash,Mr.,Evening,Thursday,17:40,Regular,Online,5,High Demand,4
4970,30-06-2024,Aalopuri,Fastfood,18.97,1,18.97,Cash,Mrs.,Morning,Monday,14:37,Returning,Online,7,Normal Demand,82
4971,30-06-2024,Sugarcane juice,Beverages,23.05,10,230.5,Cash,Mrs.,Evening,Wednesday,21:46,Returning,Dine-In,20,High Demand,86
4972,30-06-2024,Sandwich,Fastfood,60.66,5,303.3,Cash,Mrs.,Midnight,Tuesday,15:13,Regular,Dine-In,14,Normal Demand,39
4973,30-06-2024,Sugarcane juice,Beverages,25.29,12,303.48,Cash,Mr.,Afternoon,Saturday,20:47,Returning,Takeaway,16,High Demand,84
4974,30-06-2024,Cold coffee,Beverages,43.4,8,347.2,Cash,Mr.,Morning,Tuesday,04:07,Regular,Online,10,High Demand,78
4975,30-06-2024,Frankie,Fastfood,48.33,16,773.28,Cash,Mrs.,Midnight,Sunday,15:47,Returning,Online,6,Normal Demand,81
4976,30-06-2024,Cold coffee,Beverages,40.59,9,365.31,Cash,Mrs.,Afternoon,Saturday,10:35,Regular,Dine-In,14,High Demand,81
4977,30-06-2024,Aalopuri,Fastfood,20.31,7,142.17,Online,Mrs.,Midnight,Tuesday,20:34,Returning,Takeaway,13,Normal Demand,58
4978,30-06-2024,Sugarcane juice,Beverages,24.68,10,246.8,Cash,Mrs.,Evening,Wednesday,21:43,New,Takeaway,6,High Demand,12
4979,30-06-2024,Frankie,Fastfood,51.86,10,518.6,Online,Mrs.,Morning,Wednesday,20:18,New,Takeaway,18,Normal Demand,93
4980,30-06-2024,Frankie,Fastfood,51.94,3,155.82,Cash,Mr.,Afternoon,Thursday,05:46,New,Dine-In,9,Normal Demand,61
4981,30-06-2024,Frankie,Fastfood,50.82,1,50.82,Cash,Mr.,Afternoon,Sunday,11:01,Regular,Online,15,Normal Demand,91
4982,30-06-2024,Panipuri,Fastfood,19.74,15,296.1,Online,Mr.,Midnight,Wednesday,00:41,Regular,Online,11,High Demand,96
4983,30-06-2024,Cold coffee,Beverages,39.28,9,353.52,Online,Mrs.,Afternoon,Wednesday,23:47,New,Online,6,High Demand,19
4984,30-06-2024,Aalopuri,Fastfood,18.63,4,74.52,Cash,Mrs.,Midnight,Sunday,06:00,New,Dine-In,23,Normal Demand,41
4985,30-06-2024,Vadapav,Fastfood,19.19,1,19.19,Cash,Mr.,Night,Wednesday,14:41,Regular,Online,17,Normal Demand,20
4986,30-06-2024,Frankie,Fastfood,48.44,8,387.52,Online,Mrs.,Night,Thursday,11:46,Regular,Takeaway,10,Normal Demand,6
4987,30-06-2024,Frankie,Fastfood,47.19,8,377.52,Cash,Mrs.,Night,Friday,21:31,New,Online,9,Normal Demand,97
4988,30-06-2024,Cold coffee,Beverages,40.88,7,286.16,Cash,Mrs.,Afternoon,Saturday,19:36,New,Takeaway,5,High Demand,93
4989,30-06-2024,Panipuri,Fastfood,21.2,11,233.2,Online,Mrs.,Morning,Monday,18:03,Returning,Takeaway,20,High Demand,94
4990,30-06-2024,Aalopuri,Fastfood,19.09,13,248.17,Card,Mrs.,Afternoon,Tuesday,15:59,Returning,Takeaway,11,Normal Demand,89
4991,30-06-2024,Frankie,Fastfood,50.71,12,608.52,Online,Mrs.,Evening,Monday,02:58,New,Dine-In,9,Normal Demand,65
4992,30-06-2024,Panipuri,Fastfood,18.97,11,208.67,Online,Mrs.,Morning,Tuesday,22:45,Returning,Takeaway,23,High Demand,53
4993,30-06-2024,Cold coffee,Beverages,39.39,10,393.9,Cash,Mrs.,Night,Thursday,01:00,Returning,Online,24,High Demand,100
4994,30-06-2024,Frankie,Fastfood,48.27,16,772.32,Cash,Mr.,Morning,Monday,10:25,Regular,Dine-In,13,Normal Demand,56
4995,30-06-2024,Frankie,Fastfood,51.5,13,669.5,Online,Mrs.,Evening,Saturday,09:49,Regular,Dine-In,16,Normal Demand,65
4996,30-06-2024,Cold coffee,Beverages,38.64,6,231.84,Cash,Mr.,Evening,Tuesday,09:40,New,Dine-In,21,High Demand,22
4997,30-06-2024,Panipuri,Fastfood,21.01,1,21.01,Cash,Mrs.,Evening,Monday,23:54,Returning,Takeaway,17,High Demand,75
4998,30-06-2024,Cold coffee,Beverages,39.51,2,79.02,Online,Mrs.,Midnight,Friday,05:36,Regular,Dine-In,10,High Demand,82
4999,30-06-2024,Panipuri,Fastfood,19.35,14,270.9,Online,Mr.,Evening,Sunday,13:42,New,Takeaway,20,High Demand,68
5000,30-06-2024,Cold coffee,Beverages,37.49,9,337.41,Online,Mrs.,Evening,Thursday,05:20,Regular,Dine-In,7,High Demand,50
5001,30-06-2024,Sugarcane juice,Beverages,25.32,12,303.84,Online,Mr.,Evening,Friday,21:48,Returning,Dine-In,15,High Demand,20
5002,30-06-2024,Sandwich,Fastfood,62.69,8,501.52,Cash,Mr.,Morning,Wednesday,17:32,Regular,Dine-In,14,Normal Demand,4
5003,30-06-2024,Panipuri,Fastfood,20.27,15,304.05,Online,Mrs.,Morning,Friday,09:48,Returning,Takeaway,16,High Demand,63
5004,30-06-2024,Frankie,Fastfood,55.6,3,166.8,Cash,Mrs.,Morning,Wednesday,01:12,Regular,Dine-In,19,Normal Demand,69
5005,30-06-2024,Panipuri,Fastfood,21.43,1,21.43,Cash,Mrs.,Evening,Tuesday,03:16,New,Takeaway,6,High Demand,78
5006,01-07-2024,Vadapav,Fastfood,19.69,1,19.69,Online,Mr.,Morning,Sunday,05:05,Regular,Takeaway,21,Normal Demand,96
5007,01-07-2024,Panipuri,Fastfood,19.68,11,216.48,Cash,Mrs.,Evening,Wednesday,09:40,Returning,Dine-In,11,High Demand,50
5008,01-07-2024,Sugarcane juice,Beverages,25.59,5,127.95,Cash,Mrs.,Morning,Wednesday,21:43,Regular,Dine-In,9,High Demand,83
5009,01-07-2024,Sandwich,Fastfood,57.49,1,57.49,Cash,Mrs.,Afternoon,Monday,02:17,Regular,Online,15,Normal Demand,72
5010,01-07-2024,Aalopuri,Fastfood,21.17,7,148.19,Cash,Mr.,Midnight,Thursday,13:23,Returning,Takeaway,24,Normal Demand,28
5011,01-07-2024,Sandwich,Fastfood,61.08,12,732.96,Online,Mr.,Morning,Thursday,08:34,Returning,Takeaway,21,Normal Demand,85
5012,01-07-2024,Aalopuri,Fastfood,20.26,16,324.16,Cash,Mr.,Morning,Monday,01:45,Regular,Online,14,Normal Demand,6
5013,01-07-2024,Frankie,Fastfood,51.72,11,568.92,Cash,Mrs.,Morning,Sunday,14:18,Returning,Dine-In,16,Normal Demand,60
5014,01-07-2024,Cold coffee,Beverages,43.45,13,564.85,Cash,Mr.,Night,Monday,16:29,Regular,Online,15,High Demand,95
5015,01-07-2024,Panipuri,Fastfood,20.17,3,60.51,Card,Mr.,Midnight,Friday,23:11,Regular,Dine-In,18,High Demand,66
5016,01-07-2024,Aalopuri,Fastfood,19.89,1,19.89,Cash,Mrs.,Evening,Tuesday,12:48,Returning,Takeaway,22,Normal Demand,94
5017,01-07-2024,Frankie,Fastfood,53.77,12,645.24,Online,Mr.,Morning,Friday,07:52,Returning,Dine-In,7,Normal Demand,6
5018,01-07-2024,Sugarcane juice,Beverages,26.21,1,26.21,Cash,Mrs.,Evening,Monday,20:44,New,Dine-In,13,High Demand,54
5019,01-07-2024,Sandwich,Fastfood,59.04,13,767.52,Online,Mrs.,Morning,Monday,05:48,Regular,Takeaway,16,Normal Demand,79
5020,01-07-2024,Aalopuri,Fastfood,20.01,3,60.03,Online,Mrs.,Morning,Thursday,16:45,New,Takeaway,20,Normal Demand,65
5021,01-07-2024,Sandwich,Fastfood,60.59,2,121.18,Online,Mrs.,Evening,Tuesday,22:50,Returning,Dine-In,6,Normal Demand,89
5022,01-07-2024,Panipuri,Fastfood,20.36,4,81.44,Cash,Mrs.,Midnight,Monday,00:25,Regular,Dine-In,16,High Demand,47
5023,01-07-2024,Frankie,Fastfood,46.61,5,233.05,Online,Mrs.,Morning,Friday,22:12,Returning,Dine-In,20,Normal Demand,69
5024,01-07-2024,Panipuri,Fastfood,18.46,2,36.92,Cash,Mrs.,Midnight,Sunday,04:57,Regular,Takeaway,7,High Demand,42
5025,01-07-2024,Sugarcane juice,Beverages,23.89,15,358.35,Online,Mrs.,Evening,Thursday,11:00,New,Takeaway,8,High Demand,88
5026,01-07-2024,Aalopuri,Fastfood,19.04,3,57.12,Card,Mr.,Morning,Monday,06:24,New,Online,5,Normal Demand,12
5027,01-07-2024,Aalopuri,Fastfood,19.36,2,38.72,Online,Mrs.,Night,Monday,03:43,New,Takeaway,22,Normal Demand,26
5028,01-07-2024,Cold coffee,Beverages,41.27,14,577.78,Cash,Mrs.,Midnight,Thursday,16:47,Regular,Takeaway,23,High Demand,10
5029,01-07-2024,Panipuri,Fastfood,19.83,13,257.79,Online,Mrs.,Midnight,Monday,11:41,Returning,Online,14,High Demand,71
5030,01-07-2024,Vadapav,Fastfood,20.2,4,80.8,Cash,Mr.,Night,Sunday,12:29,New,Online,22,Normal Demand,24
5031,01-07-2024,Aalopuri,Fastfood,18.78,7,131.46,Online,Mrs.,Morning,Thursday,11:55,Regular,Takeaway,16,Normal Demand,32
5032,01-07-2024,Cold coffee,Beverages,39.08,1,39.08,Card,Mr.,Night,Tuesday,17:14,Returning,Dine-In,24,High Demand,84
5033,01-07-2024,Sandwich,Fastfood,61.76,7,432.32,Online,Mr.,Evening,Tuesday,23:08,New,Takeaway,7,Normal Demand,37
5034,01-07-2024,Vadapav,Fastfood,20.59,11,226.49,Online,Mr.,Night,Thursday,12:37,Regular,Dine-In,18,Normal Demand,15
5035,01-07-2024,Sugarcane juice,Beverages,24.09,13,313.17,Online,Mr.,Evening,Friday,03:19,New,Takeaway,19,High Demand,3
5036,01-07-2024,Sugarcane juice,Beverages,25.2,12,302.4,Online,Mr.,Morning,Saturday,07:28,Regular,Dine-In,17,High Demand,23
5037,01-07-2024,Frankie,Fastfood,55.5,14,777,Cash,Mr.,Midnight,Saturday,11:27,New,Takeaway,14,Normal Demand,92
5038,01-07-2024,Frankie,Fastfood,49.96,10,499.6,Cash,Mrs.,Morning,Wednesday,02:15,Returning,Dine-In,9,Normal Demand,55
5039,01-07-2024,Vadapav,Fastfood,19.31,3,57.93,Card,Mrs.,Midnight,Monday,05:59,Returning,Online,8,Normal Demand,100
5040,01-07-2024,Panipuri,Fastfood,19.83,7,138.81,Online,Mr.,Night,Thursday,04:22,Regular,Dine-In,17,High Demand,22
5041,01-07-2024,Panipuri,Fastfood,20.09,1,20.09,Online,Mr.,Morning,Saturday,23:40,Regular,Online,16,High Demand,36
5042,01-07-2024,Cold coffee,Beverages,39.7,10,397,Card,Mrs.,Night,Saturday,09:09,Regular,Online,14,High Demand,17
5043,01-07-2024,Frankie,Fastfood,49.92,10,499.2,Cash,Mrs.,Night,Sunday,21:59,Regular,Online,5,Normal Demand,40
5044,01-07-2024,Aalopuri,Fastfood,18.56,4,74.24,Online,Mr.,Night,Sunday,13:59,Regular,Takeaway,12,Normal Demand,57
5045,01-07-2024,Cold coffee,Beverages,38.07,3,114.21,Online,Mr.,Morning,Thursday,12:04,Returning,Online,22,High Demand,81
5046,01-07-2024,Vadapav,Fastfood,19.85,2,39.7,Online,Mr.,Morning,Monday,22:38,Regular,Online,18,Normal Demand,37
5047,01-07-2024,Cold coffee,Beverages,39.67,5,198.35,Cash,Mr.,Night,Wednesday,16:35,Regular,Online,20,High Demand,78
5048,01-07-2024,Vadapav,Fastfood,19.43,5,97.15,Online,Mrs.,Morning,Thursday,05:10,Returning,Online,6,Normal Demand,63
5049,01-07-2024,Sugarcane juice,Beverages,24.78,15,371.7,Online,Mr.,Night,Sunday,06:46,Regular,Takeaway,14,High Demand,30
5050,01-07-2024,Sugarcane juice,Beverages,25.08,4,100.32,Cash,Mr.,Afternoon,Thursday,15:45,New,Online,15,High Demand,92
5051,01-07-2024,Sandwich,Fastfood,62.67,1,62.67,Cash,Mr.,Midnight,Friday,00:50,New,Dine-In,20,Normal Demand,44
5052,01-07-2024,Frankie,Fastfood,49.75,7,348.25,Online,Mrs.,Afternoon,Sunday,03:36,New,Online,20,Normal Demand,16
5053,01-07-2024,Frankie,Fastfood,51,2,102,Cash,Mrs.,Morning,Friday,01:42,Returning,Takeaway,6,Normal Demand,97
5054,01-07-2024,Vadapav,Fastfood,19.46,15,291.9,Cash,Mr.,Midnight,Friday,17:43,New,Dine-In,21,Normal Demand,92
5055,01-07-2024,Sugarcane juice,Beverages,25.72,1,25.72,Online,Mrs.,Evening,Friday,10:46,New,Dine-In,5,High Demand,5
5056,01-07-2024,Cold coffee,Beverages,40.75,11,448.25,Card,Mrs.,Afternoon,Saturday,00:35,New,Online,14,High Demand,91
5057,01-07-2024,Aalopuri,Fastfood,20.87,8,166.96,Cash,Mr.,Midnight,Monday,17:44,New,Dine-In,9,Normal Demand,95
5058,01-07-2024,Cold coffee,Beverages,41.43,14,580.02,Cash,Mrs.,Morning,Tuesday,15:03,New,Online,12,High Demand,83
5059,01-07-2024,Cold coffee,Beverages,41.18,12,494.16,Cash,Mr.,Evening,Thursday,17:37,New,Dine-In,13,High Demand,26
5060,01-07-2024,Cold coffee,Beverages,39.8,13,517.4,Online,Mr.,Evening,Thursday,03:12,New,Takeaway,16,High Demand,64
5061,02-07-2024,Panipuri,Fastfood,20.24,5,101.2,Cash,Mrs.,Afternoon,Sunday,20:24,Regular,Takeaway,5,High Demand,54
5062,02-07-2024,Cold coffee,Beverages,42.13,5,210.65,Cash,Mrs.,Afternoon,Saturday,04:46,Returning,Takeaway,7,High Demand,63
5063,02-07-2024,Vadapav,Fastfood,19.35,2,38.7,Online,Mrs.,Night,Tuesday,13:06,New,Dine-In,18,Normal Demand,62
5064,02-07-2024,Sandwich,Fastfood,58.11,13,755.43,Online,Mr.,Morning,Wednesday,13:45,New,Online,6,Normal Demand,64
5065,02-07-2024,Frankie,Fastfood,50.45,11,554.95,Cash,Mr.,Midnight,Sunday,05:15,Returning,Online,9,Normal Demand,52
5066,02-07-2024,Vadapav,Fastfood,20.42,3,61.26,Card,Mr.,Midnight,Wednesday,09:45,New,Online,21,Normal Demand,70
5067,02-07-2024,Aalopuri,Fastfood,19.18,11,210.98,Online,Mr.,Morning,Monday,01:45,Regular,Takeaway,9,Normal Demand,53
5068,02-07-2024,Cold coffee,Beverages,39.85,13,518.05,Card,Mr.,Afternoon,Monday,11:00,New,Dine-In,7,High Demand,2
5069,02-07-2024,Aalopuri,Fastfood,19.91,2,39.82,Cash,Mrs.,Morning,Tuesday,16:14,Regular,Takeaway,14,Normal Demand,4
5070,02-07-2024,Sandwich,Fastfood,53.35,2,106.7,Online,Mr.,Afternoon,Thursday,07:48,New,Dine-In,13,Normal Demand,96
5071,02-07-2024,Cold coffee,Beverages,39.56,6,237.36,Online,Mr.,Afternoon,Thursday,12:20,Regular,Online,7,High Demand,91
5072,02-07-2024,Cold coffee,Beverages,39.69,7,277.83,Cash,Mr.,Morning,Wednesday,22:26,Regular,Dine-In,13,High Demand,59
5073,02-07-2024,Vadapav,Fastfood,19.84,8,158.72,Cash,Mr.,Evening,Friday,05:00,Regular,Dine-In,21,Normal Demand,18
5074,02-07-2024,Sandwich,Fastfood,64.25,14,899.5,Card,Mr.,Night,Thursday,06:41,Regular,Online,24,Normal Demand,79
5075,02-07-2024,Cold coffee,Beverages,37.57,8,300.56,Cash,Mr.,Evening,Friday,02:05,Returning,Takeaway,6,High Demand,15
5076,02-07-2024,Cold coffee,Beverages,38.35,12,460.2,Cash,Mrs.,Midnight,Sunday,13:16,Regular,Dine-In,19,High Demand,38
5077,02-07-2024,Sandwich,Fastfood,52.16,14,730.24,Online,Mr.,Night,Sunday,04:28,Returning,Online,18,Normal Demand,33
5078,02-07-2024,Panipuri,Fastfood,19.52,13,253.76,Online,Mr.,Night,Wednesday,20:46,Regular,Takeaway,20,High Demand,2
5079,02-07-2024,Frankie,Fastfood,49.01,13,637.13,Online,Mr.,Evening,Thursday,06:29,Returning,Dine-In,20,Normal Demand,81
5080,02-07-2024,Sandwich,Fastfood,58.47,1,58.47,Cash,Mr.,Night,Monday,15:58,Regular,Takeaway,18,Normal Demand,51
5081,02-07-2024,Aalopuri,Fastfood,21.11,11,232.21,Cash,Mr.,Morning,Thursday,04:31,New,Takeaway,22,Normal Demand,32
5082,02-07-2024,Sandwich,Fastfood,62.58,10,625.8,Online,Mr.,Evening,Tuesday,07:15,Regular,Online,10,Normal Demand,51
5083,02-07-2024,Sugarcane juice,Beverages,25.1,6,150.6,Online,Mr.,Afternoon,Tuesday,04:11,New,Takeaway,7,High Demand,1
5084,02-07-2024,Aalopuri,Fastfood,19.63,7,137.41,Cash,Mrs.,Midnight,Thursday,13:47,New,Online,12,Normal Demand,44
5085,02-07-2024,Panipuri,Fastfood,21.03,10,210.3,Online,Mr.,Midnight,Saturday,00:27,Regular,Dine-In,8,High Demand,52
5086,02-07-2024,Frankie,Fastfood,49.95,14,699.3,Online,Mr.,Afternoon,Friday,01:36,New,Takeaway,8,Normal Demand,34
5087,02-07-2024,Cold coffee,Beverages,38.36,8,306.88,Online,Mrs.,Afternoon,Tuesday,12:22,New,Dine-In,5,High Demand,84
5088,02-07-2024,Frankie,Fastfood,45.71,16,731.36,Cash,Mrs.,Midnight,Sunday,13:16,Returning,Takeaway,15,Normal Demand,25
5089,02-07-2024,Cold coffee,Beverages,39.12,4,156.48,Online,Mrs.,Night,Wednesday,07:35,Returning,Takeaway,21,High Demand,14
5090,02-07-2024,Sandwich,Fastfood,62.26,1,62.26,Cash,Mr.,Evening,Monday,10:17,Returning,Online,6,Normal Demand,53
5091,02-07-2024,Aalopuri,Fastfood,22.28,1,22.28,Cash,Mr.,Midnight,Sunday,09:59,Returning,Dine-In,18,Normal Demand,89
5092,02-07-2024,Vadapav,Fastfood,20.06,14,280.84,Cash,Mr.,Morning,Wednesday,18:43,Regular,Dine-In,23,Normal Demand,38
5093,02-07-2024,Cold coffee,Beverages,38.47,14,538.58,Online,Mr.,Morning,Saturday,10:49,New,Online,14,High Demand,5
5094,02-07-2024,Sugarcane juice,Beverages,23.52,14,329.28,Card,Mr.,Night,Thursday,20:17,New,Takeaway,8,High Demand,97
5095,02-07-2024,Panipuri,Fastfood,20.55,4,82.2,Cash,Mrs.,Afternoon,Saturday,05:01,Returning,Online,18,High Demand,45
5096,02-07-2024,Panipuri,Fastfood,18.24,6,109.44,Cash,Mr.,Evening,Thursday,04:02,Regular,Online,9,High Demand,18
5097,02-07-2024,Panipuri,Fastfood,20.55,2,41.1,Cash,Mr.,Evening,Thursday,09:51,Regular,Dine-In,7,High Demand,62
5098,02-07-2024,Sandwich,Fastfood,62.45,1,62.45,Online,Mrs.,Evening,Saturday,01:52,Returning,Takeaway,14,Normal Demand,32
5099,02-07-2024,Cold coffee,Beverages,40.87,13,531.31,Cash,Mrs.,Midnight,Saturday,16:40,Regular,Dine-In,5,High Demand,94
5100,02-07-2024,Frankie,Fastfood,49.45,6,296.7,Online,Mr.,Midnight,Monday,09:35,Regular,Online,11,Normal Demand,30
5101,02-07-2024,Sandwich,Fastfood,61.69,6,370.14,Cash,Mr.,Night,Sunday,08:12,New,Takeaway,20,Normal Demand,56
5102,02-07-2024,Frankie,Fastfood,50.43,10,504.3,Cash,Mr.,Night,Monday,12:45,Returning,Takeaway,8,Normal Demand,55
5103,02-07-2024,Sugarcane juice,Beverages,24.03,13,312.39,Cash,Mrs.,Midnight,Sunday,01:30,Regular,Dine-In,15,High Demand,25
5104,02-07-2024,Sugarcane juice,Beverages,27.31,13,355.03,Cash,Mrs.,Afternoon,Monday,09:36,New,Takeaway,24,High Demand,50
5105,02-07-2024,Sandwich,Fastfood,58.94,3,176.82,Online,Mr.,Morning,Monday,23:01,New,Takeaway,9,Normal Demand,11
5106,02-07-2024,Panipuri,Fastfood,20.78,3,62.34,Cash,Mrs.,Midnight,Monday,15:30,Returning,Online,10,High Demand,65
